,name,id,align,eye,hair,sex,gsm,appearances,first_appearance,year,publisher
2983,Manuel Cabral (New Earth),Secret Identity,Bad,,,Male,,7.0,1994-07-01,1994.0,dc
2053,Charles Vicker (New Earth),Secret Identity,Good,Brown,Brown,Male,,12.0,1967-09-01,1967.0,dc
4386,Rumble III (New Earth),Secret Identity,Bad,,,Male,,3.0,2009-09-01,2009.0,dc
2359,Decay (New Earth),Secret Identity,Bad,Violet,Red,Female,,10.0,1987-04-01,1987.0,dc
21075,Mrs. Taylor (Earth-616),Public Identity,Good,Blue,Blond,Female,,1.0,2003-03-01,2003.0,marvel
20536,Wizard of the West (Earth-616),,Bad,,,Male,,1.0,1996-12-01,1996.0,marvel
2234,Elizabeth Fleischmann (New Earth),Public Identity,Good,,Brown,Female,,10.0,2010-05-01,2010.0,dc
21397,Helmuth Zemo (Earth-616),Public Identity,Bad,Blue,Brown,Male,,1.0,2007-05-01,2007.0,marvel
6185,Database (New Earth),,Bad,,,Male,,1.0,1991-04-01,1991.0,dc
10322,Hodiak (Earth-616),,Good,,,Male,,9.0,1980-10-01,1980.0,marvel
4989,Jon Standing Bear (New Earth),Secret Identity,Good,Brown,Black,Male,,2.0,2006-10-01,2006.0,dc
21329,Positron (Annie) (Earth-616),Secret Identity,Good,,,Female,,1.0,2006-01-01,2006.0,marvel
5758,Sun-Chained-In-Ink (New Earth),,Bad,,,Male,,1.0,2008-07-01,2008.0,dc
3747,Deron Ved (Earth-One),,Bad,Blue,Reddish,Male,,5.0,1986-10-01,1986.0,dc
1672,Marj (New Earth),Public Identity,Good,Blue,Red,Female,,15.0,1988-12-01,1988.0,dc
13728,Luz (Earth-616),Secret Identity,Neutral,Blue,Blond,Female,,4.0,2010-09-01,2010.0,marvel
5785,Maxi-Man II (New Earth),Secret Identity,Good,Green,Blond,Male,,1.0,2007-05-01,2007.0,dc
3292,FerAlyce (New Earth),Public Identity,Good,Yellow,Black,Female,,6.0,1993-01-01,1993.0,dc
15377,Kadmos (Earth-616),Secret Identity,Good,,Grey,Male,,2.0,1948-12-01,1948.0,marvel
4538,Quartzite (New Earth),Secret Identity,Bad,,Blond,Female,,3.0,1998-01-01,1998.0,dc
12555,Felix Jade (Earth-616),Public Identity,Bad,,Black,Male,,5.0,2005-10-01,2005.0,marvel
8842,Theodore Roberts (Earth-616),Public Identity,Neutral,Blue,Brown,Male,,18.0,1966-09-01,1966.0,marvel
14544,Lisabeth Borden (Earth-616),Secret Identity,Bad,,Blond,Female,,3.0,1993-09-01,1993.0,marvel
10411,Dylon-Cir (Earth-616),Secret Identity,Bad,,Brown,Male,,9.0,1993-07-01,1993.0,marvel
14443,Caspar Wright (Earth-616),Public Identity,Good,,Grey,Male,,3.0,1991-10-01,1991.0,marvel
1601,Nebiros (New Earth),,Bad,,,Male,,16.0,1975-04-01,1975.0,dc
9526,Khoryphos (Earth-616),Secret Identity,Good,Blue,Brown,Male,,13.0,1985-10-01,1985.0,marvel
3830,Dawn Golden (New Earth),Public Identity,Good,Blue,Red,Female,,4.0,2011-01-01,2011.0,dc
5760,Victor Sono (New Earth),Public Identity,Bad,,,Male,,1.0,2008-03-01,2008.0,dc
15085,Davis Harmon (Earth-616),,Bad,,Brown,Male,,3.0,2009-03-01,2009.0,marvel
3101,Gloria Pemberton (New Earth),,Neutral,,Red,Female,,7.0,1941-10-01,1941.0,dc
11973,Dawn Greenwood (Earth-616),No Dual Identity,Good,Green,,Female,,6.0,,,marvel
2294,Oblivion (New Earth),Public Identity,Bad,,,Female,,10.0,1999-01-01,1999.0,dc
15460,Luther Benedict (Earth-616),Secret Identity,Neutral,,Bald,Male,,2.0,1962-08-01,1962.0,marvel
6491,Randolph Ormsby (New Earth),,Neutral,,,Male,,1.0,1966-05-01,1966.0,dc
8157,Eadmund Porlock (Earth-616),Public Identity,Bad,Hazel,Brown,Male,,30.0,1992-07-01,1992.0,marvel
17090,Malcolm Little (Skrull) (Earth-616),Public Identity,Good,Brown,Black,Male,,2.0,2008-01-01,2008.0,marvel
21730,Tito Falcon (Earth-616),Public Identity,Bad,Black,Black,Male,,1.0,2010-02-01,2010.0,marvel
15589,Saburo Yoshida (Earth-616),Public Identity,Good,,,Male,,2.0,1970-01-01,1970.0,marvel
10470,Elizabeth Kendal (Earth-616),Public Identity,Neutral,Brown,Blond,Female,,9.0,2003-07-01,2003.0,marvel
13278,Hrinmeer (Earth-616),Public Identity,Bad,Blue,Blond,Male,,4.0,1993-08-01,1993.0,marvel
10396,Jonin (Earth-616),,Bad,,Black,Male,,9.0,1991-07-01,1991.0,marvel
15450,Steve Bronson (Earth-616),Public Identity,Good,,Blond,Male,,2.0,1961-07-01,1961.0,marvel
7997,Nguyen Ngoc Coy (Earth-616),Public Identity,Bad,Brown,Black,Male,,34.0,1980-12-01,1980.0,marvel
1896,Antiope (New Earth),Public Identity,Good,,Blond,Female,,13.0,1987-02-01,1987.0,dc
3586,Emma Connors (New Earth),Secret Identity,Bad,,Blond,Female,,5.0,1999-04-01,1999.0,dc
5182,Elbiam (New Earth),Public Identity,Good,,,Male,,2.0,1995-12-01,1995.0,dc
11158,Embyrre (Earth-616),,Good,Black,Bald,Female,,7.0,1993-12-01,1993.0,marvel
23019,Rhino (Kraven) (Earth-616),Secret Identity,Bad,Brown,Brown,Male,,,2010-03-01,2010.0,marvel
17903,Eenie-Meenie (Earth-616),Secret Identity,Good,,Grey,Male,,1.0,1943-05-01,1943.0,marvel
2688,Vault (New Earth),Secret Identity,Bad,,,Male,,8.0,1997-04-01,1997.0,dc
3419,Jeanne Walker (New Earth),Public Identity,Good,Blue,Blond,Female,,6.0,1961-03-01,1961.0,dc
11333,Principal Philbin (Earth-616),,Good,Blue,Bald,Male,,7.0,2013-04-01,2013.0,marvel
2458,Ronald Probson (New Earth),,Good,,Brown,Male,,9.0,2003-02-01,2003.0,dc
3183,Libertine (New Earth),Secret Identity,Good,,,Male,,6.0,2006-11-01,2006.0,dc
12502,Couleur (Earth-616),Secret Identity,Good,Green,Grey,Male,,5.0,2002-05-01,2002.0,marvel
4241,Brains II (New Earth),,Bad,,Blond,Female,,4.0,1983-02-01,1983.0,dc
2416,Comet (New Earth),Secret Identity,Good,,,Male,,9.0,2010-03-01,2010.0,dc
13606,Timothy Black (Earth-616),,Bad,,Black,Male,,4.0,2005-06-01,2005.0,marvel
15123,Olvido (Earth-616),Secret Identity,Bad,,Blue,Male,,3.0,2010-10-01,2010.0,marvel
15733,Michael Rodgers (Earth-616),,Bad,,,Male,,2.0,1975-01-01,1975.0,marvel
10881,Mister Gor (Earth-616),Secret Identity,Neutral,,,Male,,8.0,2012-01-01,2012.0,marvel
7564,Hera Argeia (Earth-616),Secret Identity,Bad,Blue,Blond,Female,,56.0,1949-04-01,1949.0,marvel
15855,Sandy Herkowitz (Earth-616),No Dual Identity,Neutral,,Blond,Female,,2.0,1979-05-01,1979.0,marvel
14553,Paranoia (Demon) (Earth-616),,Bad,,,,,3.0,1993-12-01,1993.0,marvel
5411,Lodar Monak (New Earth),,Good,,,Male,,2.0,1983-11-01,1983.0,dc
7207,Mad Thinker (Earth-616),Secret Identity,Bad,Blue,Brown,Male,,133.0,1963-06-01,1963.0,marvel
3690,Mister Whisper (New Earth),Secret Identity,Bad,Blue,Black,Male,,5.0,1990-04-01,1990.0,dc
17824,Reisel (Earth-616),Public Identity,Bad,,Brown,Male,,1.0,1942-04-01,1942.0,marvel
4297,Thunderer (New Earth),,Bad,,,Male,,4.0,1967-10-01,1967.0,dc
20005,Surge (Alien) (Earth-616),Secret Identity,Bad,Brown,Black,Male,,1.0,1991-05-01,1991.0,marvel
15427,Man in Black (Earth-616),Secret Identity,Neutral,Red,Yellow,Male,,2.0,1960-10-01,1960.0,marvel
2415,Arvin Halliday (New Earth),Public Identity,Bad,,,Male,,9.0,2010-01-01,2010.0,dc
3001,Walter Sutcliffe (New Earth),Public Identity,Bad,,White,Male,,7.0,1992-08-01,1992.0,dc
15256,Gibbon (Hobgoblin) (Earth-616),Secret Identity,Bad,,,Male,,3.0,,,marvel
7640,Marshall Stone III (Earth-616),Secret Identity,Neutral,Black,Black,Male,,50.0,1993-03-01,1993.0,marvel
23050,Gemini (Thanos' Zodiac) (Earth-616),Secret Identity,Bad,,Black,Male,,,2012-05-01,2012.0,marvel
1972,Chanda Madan (New Earth),Public Identity,Neutral,Black,Black,Female,,12.0,1998-11-01,1998.0,dc
2597,William Gunn (New Earth),,Good,,White,Male,,9.0,1941-12-01,1941.0,dc
14778,Nightwind (Rising Sons) (Earth-616),Secret Identity,Neutral,,Blue,Female,,3.0,1999-07-01,1999.0,marvel
9391,Taylor Blackwell (Earth-616),,Bad,,Brown,Male,,14.0,1992-12-01,1992.0,marvel
11343,Adolf Impossible (Earth-616),No Dual Identity,Good,Black,No,Male,,7.0,,,marvel
878,Steven Smith (New Earth),Public Identity,Good,Blue,Blond,Male,,32.0,1972-10-01,1972.0,dc
21279,Jennifer Hardy (Earth-616),,Good,Brown,Brown,Female,,1.0,2006-06-01,2006.0,marvel
12888,Gadget (Earth-616),Secret Identity,Bad,,,Male,,4.0,1972-08-01,1972.0,marvel
6500,Doctor Deering (New Earth),,Bad,,White,Male,,1.0,1964-06-01,1964.0,dc
4820,Richard (New Earth),Public Identity,Good,Blue,Black,Male,,3.0,1944-12-01,1944.0,dc
12563,Kioshi Keishicho (Earth-616),Secret Identity,Good,Brown,No,Male,,5.0,2005-01-01,2005.0,marvel
16211,Bullfinch (Earth-616),Public Identity,Bad,,Black,Male,,2.0,1991-06-01,1991.0,marvel
4627,Slodd (New Earth),,Bad,,,Male,,3.0,1993-08-01,1993.0,dc
6585,A'morr (New Earth),Public Identity,Bad,Orange,,Female,,,2005-08-01,2005.0,dc
473,Yolanda Montez (New Earth),Secret Identity,Good,Brown,Reddish,Female,,64.0,1985-03-01,1985.0,dc
3272,Jack Weston (New Earth),Public Identity,Good,Brown,Brown,Male,,6.0,1995-10-01,1995.0,dc
19045,Marcios (Earth-616),Public Identity,Good,,,Male,,1.0,1975-04-01,1975.0,marvel
18954,Jalin (Earth-616),No Dual Identity,Bad,,No,Male,,1.0,1973-07-01,1973.0,marvel
20040,Galen (Earth-616),No Dual Identity,Neutral,,No,Male,,1.0,1992-08-01,1992.0,marvel
13272,Fetish (Coven) (Earth-616),Secret Identity,Bad,,Black,Female,,4.0,1993-07-01,1993.0,marvel
627,Poseidon (New Earth),Public Identity,Neutral,White,White,Male,,46.0,1940-09-01,1940.0,dc
9448,Witness (WWII) (Earth-616),Secret Identity,Good,Brown,Brown,Male,,13.0,1941-12-01,1941.0,marvel
3497,Chien Na Wei (New Earth),Secret Identity,Bad,,White,Female,,5.0,2007-10-01,2007.0,dc
3320,Churljenkins (New Earth),Public Identity,Good,Black,Green,Female,,6.0,1989-03-01,1989.0,dc
396,Lashina (New Earth),Secret Identity,Bad,Blue,Black,Female,,77.0,1972-02-01,1972.0,dc
22434,Monty Walsh (Earth-616),Secret Identity,Neutral,,Black,Male,,,1981-03-01,1981.0,marvel
8334,Jason Ionello (Earth-616),Public Identity,Good,,,Male,,26.0,1995-09-01,1995.0,marvel
10714,Christopher Anderson (Earth-616),Secret Identity,Bad,,Bald,Male,,8.0,1992-01-01,1992.0,marvel
10228,Splitlip (Earth-616),Public Identity,Good,Brown,Grey,Male,,10.0,2011-09-01,2011.0,marvel
16315,Astra (Polemachus) (Earth-616),No Dual Identity,Good,Blue,Blond,Female,,2.0,1993-01-01,1993.0,marvel
11224,Rax (Earth-616),Secret Identity,Neutral,,Blond,Male,,7.0,2000-05-01,2000.0,marvel
17097,Paydirt (Earth-616),Secret Identity,Good,,Brown,Male,,2.0,2008-08-01,2008.0,marvel
12196,Jolena (Earth-616),,Bad,,Black,Female,,5.0,1982-06-01,1982.0,marvel
9509,Catherine Moranis (Earth-616),Secret Identity,Neutral,,,Female,,13.0,1980-10-01,1980.0,marvel
20926,Vampyr (Earth-616),Secret Identity,Neutral,Black,Black,Male,,1.0,2001-08-01,2001.0,marvel
2915,Carrisa (New Earth),,Good,,Brown,Female,,7.0,2004-04-01,2004.0,dc
7038,Gorgon (Earth-616),Secret Identity,Good,Brown,Brown,Male,,272.0,1965-11-01,1965.0,marvel
2470,Andrea Rojas (New Earth),Secret Identity,Good,Blue,Red,Female,,9.0,2000-08-01,2000.0,dc
6736,Quote (New Earth),,Bad,,,,,,1993-12-01,1993.0,dc
22640,Meer'lyn (Earth-616),Secret Identity,Good,Green,Green,Female,,,1993-07-01,1993.0,marvel
19637,Butcher T. Washington (Earth-616),Public Identity,Bad,One,Bald,Male,,1.0,1988-10-01,1988.0,marvel
8757,Caesar Cicero (Earth-616),,Bad,,Brown,Male,,19.0,1969-06-01,1969.0,marvel
15334,Parrot (Earth-616),Secret Identity,Bad,,Blond,Male,,2.0,1941-10-01,1941.0,marvel
16819,Ugly John (Earth-616),,Neutral,,Brown,Male,,2.0,2001-07-01,2001.0,marvel
12764,Joshua Utler (Earth-616),No Dual Identity,Neutral,Blue,White,Male,,5.0,,,marvel
5953,Bitter Ruth (New Earth),Secret Identity,Bad,,Blond,Female,,1.0,1999-07-01,1999.0,dc
17281,Francis Talbot (Earth-616),No Dual Identity,Neutral,Blue,Bald,Male,,2.0,,,marvel
16816,Oswald (Brotherhood) (Earth-616),Secret Identity,Bad,Brown,Blond,Male,,2.0,2001-07-01,2001.0,marvel
4273,Radion (New Earth),Secret Identity,Bad,,,Male,,4.0,1977-02-01,1977.0,dc
6012,Althesia (New Earth),,Good,,Brown,Female,,1.0,1997-07-01,1997.0,dc
17329,Jason Quantrell (Earth-616),Public Identity,Bad,Blue,Brown,Male,,2.0,,,marvel
2604,"Paul Patten, Jr. (New Earth)",Secret Identity,Good,,,Male,,8.0,2010-05-01,2010.0,dc
3323,Fred (New Earth),,Good,,,Male,,6.0,1989-04-01,1989.0,dc
17867,Baron von Hartmann (Earth-616),No Dual Identity,Bad,,Bald,Male,,1.0,1943-06-01,1943.0,marvel
19238,Vincent Charles (Earth-616),Secret Identity,Bad,,Grey,Male,,1.0,1979-04-01,1979.0,marvel
11625,Reno (Earth-616),,Bad,,,Male,,6.0,1991-04-01,1991.0,marvel
19496,Josie Beller (Earth-616),,Bad,,,Female,,1.0,1985-09-01,1985.0,marvel
18457,Ted Sparks (Earth-616),Secret Identity,Good,,Blond,Male,,1.0,1948-07-01,1948.0,marvel
4611,Auron (New Earth),Public Identity,Good,White,,Male,,3.0,1993-03-01,1993.0,dc
21074,Mrs. Cambell (Earth-616),No Dual Identity,Neutral,,Red,Female,,1.0,2003-07-01,2003.0,marvel
6136,Bloodthirst (New Earth),Secret Identity,Bad,White,,Male,,1.0,1993-11-01,1993.0,dc
4441,Mabel Martin (New Earth),,Neutral,Green,Blond,Female,,3.0,2006-10-01,2006.0,dc
3736,Randall Truman (New Earth),Public Identity,Neutral,Blue,Brown,Male,,5.0,1987-08-01,1987.0,dc
116,Samuel Bradley (New Earth),Public Identity,Good,Grey,Grey,Male,,213.0,1937-03-01,1937.0,dc
20641,Casque (Earth-616),Secret Identity,Bad,,,Male,,1.0,1998-01-01,1998.0,marvel
11088,Jackson Tolliver (Earth-616),Public Identity,Good,Brown,Black,Male,,7.0,1985-10-01,1985.0,marvel
14779,Reno (France) (Earth-616),Secret Identity,Good,Black,Black,Male,,3.0,1999-08-01,1999.0,marvel
15249,Colossus (North Korean Mutate) (Earth-616),Secret Identity,Neutral,White,Black,Male,,3.0,,,marvel
5217,Solomon Perggia (New Earth),Public Identity,Bad,,White,Male,,2.0,1994-06-01,1994.0,dc
10125,Mako (Project Ultra-Tech) (Earth-616),Secret Identity,Bad,,Black,Male,,10.0,1989-08-01,1989.0,marvel
11644,Jacob Weisenthal (Earth-616),Public Identity,Good,Brown,Brown,Male,,6.0,1992-09-01,1992.0,marvel
5455,Malachi Yandro (New Earth),,Bad,,Black,Male,,2.0,1978-07-01,1978.0,dc
1025,Athena Tremor (New Earth),,Good,,Blond,Female,,27.0,1966-06-01,1966.0,dc
6468,Xenofobe (New Earth),,Good,,Green,Male,,1.0,1976-01-01,1976.0,dc
6116,Jocasta of Themyscira (New Earth),,Good,,Black,Female,,1.0,1994-09-01,1994.0,dc
10376,Marc Riemer (Earth-616),Secret Identity,Bad,,,,,9.0,1988-06-01,1988.0,marvel
4895,Tongs (New Earth),Secret Identity,Good,,,Male,,2.0,2010-12-01,2010.0,dc
20756,Sid Franken (Earth-616),Public Identity,Good,Blue,Blond,Male,,1.0,1999-10-01,1999.0,marvel
19328,Pendleton Asquint (Earth-616),,Bad,,Grey,Male,,1.0,1981-02-01,1981.0,marvel
58,Beatriz da Costa (New Earth),Secret Identity,Good,Green,Green,Female,,325.0,1982-06-01,1982.0,dc
20638,Cancer (Ecliptic) (Earth-616),,Bad,,,Male,,1.0,1998-07-01,1998.0,marvel
15354,Peri Purr (Earth-616),Public Identity,Good,,White,,,2.0,1942-12-01,1942.0,marvel
426,Cain (New Earth),Public Identity,Bad,Black,Brown,Male,,72.0,1968-08-01,1968.0,dc
9504,David Mitchell (Earth-616),Secret Identity,Good,Brown,Black,Male,,13.0,1978-04-01,1978.0,marvel
3073,Short Round (New Earth),Public Identity,Good,,Black,Male,,7.0,1979-02-01,1979.0,dc
21424,Professor Duck (Earth-616),Secret Identity,Neutral,,Bald,Male,,1.0,2007-12-01,2007.0,marvel
7065,John Jonah Jameson III (Earth-616),No Dual Identity,Good,Brown,Auburn,Male,,240.0,1963-03-01,1963.0,marvel
22599,Ethel Gaxton (Earth-616),Secret Identity,Bad,,Red,Female,,,1991-11-01,1991.0,marvel
15791,Nicodemus (Sorcerer) (Earth-616),Secret Identity,Bad,,Red,Male,,2.0,1977-11-01,1977.0,marvel
12704,Christine Chen (Earth-616),,Good,Brown,Black,Female,,5.0,2012-10-01,2012.0,marvel
11166,Tithe Collector (Earth-616),,Bad,,,Male,,7.0,1993-12-01,1993.0,marvel
13345,Michio Ishimori (Earth-616),,Bad,,Black,Male,,4.0,1995-03-01,1995.0,marvel
9437,Daniel Whitehall (Earth-616),Secret Identity,Bad,,Brown,Male,,14.0,2009-05-01,2009.0,marvel
23010,Bone Dancer (Earth-616),Secret Identity,Bad,Red,,Male,,,2010-02-01,2010.0,marvel
13688,Soulstriker (Earth-616),,Bad,Blue,Black,Male,,4.0,2008-12-01,2008.0,marvel
17453,George Sporvan (Earth-616),Public Identity,Bad,,Brown,Male,,1.0,1940-04-01,1940.0,marvel
6696,Spiral (New Earth),Secret Identity,Good,,,Male,,,1996-10-01,1996.0,dc
9978,Dagan Shah (Earth-616),Secret Identity,Bad,,Black,Male,,11.0,2011-12-01,2011.0,marvel
15474,Heath Benson (Earth-616),Secret Identity,Bad,,,Male,,2.0,1963-12-01,1963.0,marvel
16249,Alake (Earth-616),No Dual Identity,Good,White,,Male,,2.0,1992-03-01,1992.0,marvel
12278,Ngh (Earth-616),,Bad,,,Male,,5.0,1990-12-01,1990.0,marvel
18640,John Blandings (Earth-616),,Good,,,,,1.0,1962-12-01,1962.0,marvel
17512,Sator (Earth-616),,Good,,,,,1.0,1940-04-01,1940.0,marvel
23182,Marcan (Earth-616),No Dual Identity,Good,Blue,White,Male,,,,,marvel
7493,Michael Steel (Earth-616),Secret Identity,Bad,White,No,Male,,64.0,1980-12-01,1980.0,marvel
15746,Abraham Beame (Earth-616),No Dual Identity,Neutral,Brown,White,Male,,2.0,1976-08-01,1976.0,marvel
22113,Kristian (Inhuman) (Earth-616),No Dual Identity,Neutral,Green,Blond,Male,,1.0,,,marvel
9029,"Louis Sadler, Jr. (Earth-616)",Secret Identity,Good,Blue,Blond,Male,,17.0,2004-05-01,2004.0,marvel
1973,Vicious (New Earth),Secret Identity,Bad,Black,White,Female,,12.0,1998-06-01,1998.0,dc
5441,Conrad Bloch (New Earth),Public Identity,Bad,,White,Male,,2.0,1981-03-01,1981.0,dc
18800,Les (Teen Brigade) (Earth-616),Secret Identity,Good,,Auburn,Male,,1.0,1967-11-01,1967.0,marvel
14357,Alfred Coppersmith (Earth-616),No Dual Identity,Bad,,Brown,Male,,3.0,1988-08-01,1988.0,marvel
3402,James Corrigan (Earth-One),Public Identity,Good,Black,Black,Male,,6.0,1972-05-01,1972.0,dc
8777,Josef Saint (Earth-616),Secret Identity,Bad,,Grey,Male,,19.0,1978-12-01,1978.0,marvel
3224,Onimar Synn (New Earth),Public Identity,Bad,Yellow,,Male,,6.0,2001-06-01,2001.0,dc
18286,King Cole (Earth-616),Secret Identity,Bad,,Bald,Male,,1.0,1946-12-01,1946.0,marvel
21911,Kyzerra Os (Earth-616),Secret Identity,Neutral,Yellow,Bald,Female,,1.0,2013-06-01,2013.0,marvel
7581,Stan Lee (Earth-616),No Dual Identity,Good,Brown,Black,Male,,54.0,1963-01-01,1963.0,marvel
6659,Pointman (New Earth),,Bad,,,Male,,,1998-12-01,1998.0,dc
12051,Karl Kraus (Earth-616),Public Identity,Bad,,Brown,Male,,5.0,1969-09-01,1969.0,marvel
5768,Dale Smith (New Earth),Secret Identity,Bad,Brown,Brown,Male,,1.0,2007-11-01,2007.0,dc
12787,Khufor (Earth-616),Public Identity,Bad,Blue,No,Male,,4.0,1940-09-01,1940.0,marvel
19869,Moloch (Demon) (Earth-616),,Bad,,,,,1.0,1990-08-01,1990.0,marvel
6381,Coil (New Earth),,Bad,,,Male,,1.0,1983-04-01,1983.0,dc
12403,Tobias (Space Phantom) (Earth-616),Secret Identity,Bad,,Brown,Male,,5.0,1995-11-01,1995.0,marvel
20245,Uchio Tanaka (Earth-616),Secret Identity,Neutral,Black,Bald,,,1.0,1993-12-01,1993.0,marvel
18262,Cyclops (Nazi) (Earth-616),Secret Identity,Bad,,Red,Male,,1.0,1946-05-01,1946.0,marvel
13650,Ko-rel (Earth-616),Secret Identity,Good,Blue,White,Female,,4.0,2007-09-01,2007.0,marvel
7880,Marduk Kurios (Earth-616),Secret Identity,Bad,Variable,Variable,Male,,38.0,1974-01-01,1974.0,marvel
15925,Dalia (Earth-616),Secret Identity,Neutral,,No,Female,,2.0,1982-02-01,1982.0,marvel
3328,Nehebka (New Earth),,Good,Brown,Brown,Female,,6.0,1989-05-01,1989.0,dc
9521,Executioner (Crazy Gang) (Earth-616),,Bad,,,Male,,13.0,1984-04-01,1984.0,marvel
9040,Reginald Fortean (Earth-616),Public Identity,Bad,Blue,Black,Male,,17.0,2011-05-01,2011.0,marvel
938,Charles Grayson (New Earth),Public Identity,Good,Brown,Brown,Male,,30.0,1942-04-01,1942.0,dc
8827,Screwball (Earth-616),Secret Identity,Neutral,Blue,Purple,Female,,19.0,2008-07-01,2008.0,marvel
7346,Vashti Cleito-Son (Earth-616),Secret Identity,Good,,White,Male,,92.0,1965-09-01,1965.0,marvel
1180,Dummy (New Earth),,Bad,Brown,Brown,Male,,23.0,1941-12-01,1941.0,dc
9107,Leir (Earth-616),Secret Identity,Good,Blue,Auburn,Male,,16.0,1987-12-01,1987.0,marvel
17960,Madam Satan (Earth-616),Secret Identity,Bad,,Blond,Female,,1.0,1943-03-01,1943.0,marvel
4120,Knowbuddy (New Earth),Secret Identity,Good,,,Male,,4.0,1992-11-01,1992.0,dc
1573,Ramban (New Earth),,Good,Brown,Black,Male,,16.0,1990-09-01,1990.0,dc
17312,Arthur Vanko (Earth-616),No Dual Identity,Neutral,Brown,Black,Male,,2.0,,,marvel
3195,Rene Carpenter (New Earth),,Neutral,,Brown,Female,,6.0,2005-11-01,2005.0,dc
1715,Elise Kimble (New Earth),Public Identity,Bad,,Red,Female,,14.0,2008-04-01,2008.0,dc
13044,Annie Richardson (Earth-616),No Dual Identity,Neutral,,Brown,Female,,4.0,1981-07-01,1981.0,marvel
1259,Stretch Skinner (New Earth),Public Identity,Neutral,,Brown,Male,,21.0,1942-04-01,1942.0,dc
2008,Jason Praxis (New Earth),Public Identity,Good,Blue,Blond,Male,,12.0,1989-02-01,1989.0,dc
7354,Skaar (Earth-616),No Dual Identity,Good,Green,Black,Male,,92.0,2008-01-01,2008.0,marvel
9532,Arthur Goddard (Earth-616),Secret Identity,Bad,,Bald,Male,,13.0,1986-07-01,1986.0,marvel
1999,Flex Mentallo (New Earth),Public Identity,Good,Brown,Brown,Male,,12.0,1990-08-01,1990.0,dc
1779,Janet Drake (New Earth),Public Identity,Good,,Brown,Female,,14.0,1989-08-01,1989.0,dc
8655,Thialfi (Earth-616),Public Identity,Good,Brown,Brown,Male,,21.0,2002-01-01,2002.0,marvel
19385,Solomus (Earth-616),No Dual Identity,Good,,,Male,,1.0,1982-08-01,1982.0,marvel
16882,Jonas Keller (Earth-616),,Bad,Black,Black,Male,,2.0,2003-05-01,2003.0,marvel
9452,Mister Kruger (Earth-616),Public Identity,Good,,Brown,Male,,13.0,1951-05-01,1951.0,marvel
23227,Shivoor (Earth-616),Secret Identity,Bad,,No,Female,,,,,marvel
1765,Matthew Taylor (New Earth),Public Identity,Good,Brown,Black,Male,,14.0,1993-02-01,1993.0,dc
4768,Ayrn (New Earth),,Bad,,,Male,,3.0,1977-08-01,1977.0,dc
8614,Woodgod (Earth-616),Secret Identity,Good,Grey,Brown,Male,,21.0,1976-08-01,1976.0,marvel
4455,Louisa Falcone (New Earth),,Bad,,Black,Female,,3.0,2005-02-01,2005.0,dc
4492,Rampotatek (New Earth),Public Identity,Neutral,Brown,Blue,Male,,3.0,2001-03-01,2001.0,dc
21133,Vanessa (Earth-616),Secret Identity,Good,Blue,Blond,Female,,1.0,2004-09-01,2004.0,marvel
18561,Ukaki (Earth-616),Secret Identity,Neutral,,,,,1.0,1953-07-01,1953.0,marvel
10072,Chip Martin (Earth-616),Secret Identity,Neutral,Blue,Brown,Male,,10.0,1979-11-01,1979.0,marvel
6576,M'gann M'orzz (New Earth),Secret Identity,Good,Red,Red,Female,,,2006-08-01,2006.0,dc
15072,Sean Boyle (Earth-616),,Bad,,,Male,,3.0,2008-02-01,2008.0,marvel
889,Santa Claus,Public Identity,Good,Blue,White,Male,,32.0,,1940.0,dc
8802,Infinity (Entity) (Earth-616),Secret Identity,Neutral,Red,,,,19.0,1991-07-01,1991.0,marvel
17139,Mrs. Zeke (Earth-616),Public Identity,Bad,Blue,Blond,Female,,2.0,2009-01-01,2009.0,marvel
10725,Don Rigoletto (Earth-616),,Bad,Brown,Grey,Male,,8.0,1993-12-01,1993.0,marvel
3580,Sala Nisaba (New Earth),Secret Identity,Good,Green,Brown,Female,,5.0,,2000.0,dc
5828,Sapling (New Earth),Public Identity,Bad,,,,,1.0,2006-01-01,2006.0,dc
2644,Vanguard (New Earth),,Good,Black,White,Female,,8.0,2005-05-01,2005.0,dc
20076,Pascal Tyler (Earth-616),Public Identity,Bad,,Black,Male,,1.0,1992-12-01,1992.0,marvel
9541,Jack Taggert (Earth-616),Public Identity,Bad,Brown,Black,Male,,13.0,1988-05-01,1988.0,marvel
9869,Katherine Blaire (Earth-616),No Dual Identity,Neutral,Blue,Blond,Female,,11.0,1981-03-01,1981.0,marvel
7046,Kevin Plunder (Earth-616),Public Identity,Good,Blue,Blond,Male,,260.0,1965-03-01,1965.0,marvel
6961,James Rhodes (Earth-616),Secret Identity,Good,Brown,Brown,Male,,525.0,1979-01-01,1979.0,marvel
16261,Collier Mack (Earth-616),,Neutral,,Black,Male,,2.0,1992-05-01,1992.0,marvel
14177,Arthur Reynolds (Earth-616),Secret Identity,Bad,,,Male,,3.0,1978-04-01,1978.0,marvel
9635,Charlie (NYPD) (Earth-616),Public Identity,Good,,,Male,,12.0,1963-05-01,1963.0,marvel
17471,Kuu (Earth-616),Public Identity,Bad,,,Male,,1.0,1940-09-01,1940.0,marvel
1739,Jeremy Tell (New Earth),Public Identity,Bad,,Brown,Male,,14.0,2001-08-01,2001.0,dc
