,name,id,align,eye,hair,sex,gsm,appearances,first_appearance,year,publisher
15097,Marinette Bwa Chech (Earth-616),Secret Identity,,,,Female,,3.0,2009-03-01,2009.0,marvel
15100,Oboroth (Earth-616),No Dual Identity,,Yellow,Grey,Male,,3.0,2009-09-01,2009.0,marvel
15106,Travis Nevins (Earth-616),,,,,Male,,3.0,2009-12-01,2009.0,marvel
15141,Burnt Orange (Earth-616),Secret Identity,,,,,,3.0,2011-02-01,2011.0,marvel
15150,Gun Metal (Earth-616),Secret Identity,,,,,,3.0,2011-02-01,2011.0,marvel
15164,Paris Green (Earth-616),Secret Identity,,,,,,3.0,2011-02-01,2011.0,marvel
15174,Captain Nemo (Earth-616),No Dual Identity,,,Brown,Male,,3.0,2012-06-01,2012.0,marvel
15180,Jefferson Chambers (Earth-616),,,,,Male,,3.0,2012-10-01,2012.0,marvel
15196,Wyatt Crowley (Earth-616),,,,,Male,,3.0,2012-10-01,2012.0,marvel
15213,Comte de Saint Germain (Earth-616),,,,,Male,,3.0,,,marvel
15214,Daedikaron (Earth-616),Public Identity,,,,Male,,3.0,,,marvel
15226,Michael Farrel (Earth-616),Public Identity,,,Brown,Male,,3.0,,,marvel
15230,Ricketts Johnson (Earth-616),,,,,Male,,3.0,,,marvel
15233,Sky-Walker (Earth-616),,,White,,Male,,3.0,,,marvel
15236,Tros (Earth-616),Public Identity,,,,Male,,3.0,,,marvel
15247,Caudle (Earth-616),Public Identity,,Hazel,Brown,Male,,3.0,,,marvel
15332,Omar (Sando) (Earth-616),,,,,Male,,2.0,1941-03-01,1941.0,marvel
15348,Joe Dix (Earth-616),Public Identity,,,Blond,Male,,2.0,1942-05-01,1942.0,marvel
15434,Dan Harper (Earth-616),,,,,Male,,2.0,1961-11-01,1961.0,marvel
15435,Davey Jones (Earth-616),Secret Identity,,,Black,Male,,2.0,1961-05-01,1961.0,marvel
15445,Robot X (Earth-616),Public Identity,,Blue,No,,,2.0,1961-09-01,1961.0,marvel
15453,Adam Able (Earth-616),Secret Identity,,,,Male,,2.0,1962-07-01,1962.0,marvel
15463,Monstrollo (Earth-616),,,,,,,2.0,1962-01-01,1962.0,marvel
15468,Torrak (Earth-616),,,,No,Male,,2.0,1962-07-01,1962.0,marvel
15472,Charleton Carter (Earth-616),Public Identity,,,Grey,Male,,2.0,1963-12-01,1963.0,marvel
15475,Liso Trago (Earth-616),,,Blue,Black,Male,,2.0,1963-09-01,1963.0,marvel
15477,Neri (Asgardian) (Earth-616),,,Brown,Brown,Female,,2.0,1963-05-01,1963.0,marvel
15482,Agnar (Earth-616),No Dual Identity,,,White,Male,,2.0,1964-05-01,1964.0,marvel
15488,Igor (Red Agent) (Earth-616),,,,Black,Male,,2.0,1964-05-01,1964.0,marvel
15491,Porky (Earth-616),,,,Brown,Male,,2.0,1964-04-01,1964.0,marvel
15493,Sam (Bruiser) (Earth-616),,,,Brown,Male,,2.0,1964-04-01,1964.0,marvel
15495,Svenzaldo Zambooba (Earth-616),,,,,Male,,2.0,1964-01-01,1964.0,marvel
15496,Tommy (Earth-616),Public Identity,,,Blond,Male,,2.0,1964-11-01,1964.0,marvel
15499,Carl Kaxton (Earth-616),,,,,Male,,2.0,1965-06-01,1965.0,marvel
15500,Charlie (Pilot) (Earth-616),Public Identity,,,Blond,Male,,2.0,1965-07-01,1965.0,marvel
15521,Crusher (Agent of Pluto) (Earth-616),Secret Identity,,,,Male,,2.0,1966-07-01,1966.0,marvel
15522,Dave (Guard) (Earth-616),Public Identity,,,,Male,,2.0,1966-06-01,1966.0,marvel
15523,Feepers (Earth-616),,,Black,Black,Male,,2.0,1966-02-01,1966.0,marvel
15524,Franz Anton (Earth-616),,,,White,Male,,2.0,1966-07-01,1966.0,marvel
15526,Hulk-Killer (Earth-616),,,,,,,2.0,1966-12-01,1966.0,marvel
15527,John Thomas (Earth-616),Public Identity,,Brown,Brown,Male,,2.0,1966-02-01,1966.0,marvel
15528,Karl Stragg (Earth-616),,,,Black,Male,,2.0,1966-04-01,1966.0,marvel
15531,Robot Alpha (Earth-616),Secret Identity,,,,,,2.0,1966-06-01,1966.0,marvel
15532,Robot Beta (Earth-616),Secret Identity,,,,,,2.0,1966-06-01,1966.0,marvel
15533,Robot Delta (Earth-616),Secret Identity,,,,,,2.0,1966-06-01,1966.0,marvel
15534,Robot Epsilon (Earth-616),Secret Identity,,,,,,2.0,1966-06-01,1966.0,marvel
15535,Robot Gamma (Earth-616),Secret Identity,,,,,,2.0,1966-06-01,1966.0,marvel
15536,Slagg (Earth-616),,,Black,Black,Male,,2.0,1966-01-01,1966.0,marvel
15537,Stallion of Doom (Earth-616),,,,,Male,,2.0,1966-09-01,1966.0,marvel
15539,Cobalt-Robot (Earth-616),,,,,,,2.0,1967-07-01,1967.0,marvel
15541,Harry (Stark Enterprises) (Earth-616),,,,,Male,,2.0,1967-11-01,1967.0,marvel
15543,Ivan (Earth-616),,,,,Male,,2.0,1967-11-01,1967.0,marvel
15565,Harris (NYPD) (Earth-616),Public Identity,,,,Male,,2.0,1969-05-01,1969.0,marvel
15570,Mandroid (Kree) (Earth-616),,,,,,,2.0,1969-11-01,1969.0,marvel
15578,Doctor Kronton (Earth-616),Secret Identity,,,Brown,Male,,2.0,1970-02-01,1970.0,marvel
15583,Miklos Vryolak (Earth-616),Secret Identity,,,Brown,Male,,2.0,1970-04-01,1970.0,marvel
15592,Su (Earth-616),,,Black,Bald,Male,,2.0,1970-09-01,1970.0,marvel
15596,Zoga (Robot) (Earth-616),Secret Identity,,,,Male,,2.0,1970-10-01,1970.0,marvel
15604,Guardian of Infinity (Earth-616),,,,,Male,,2.0,1971-02-01,1971.0,marvel
15619,Barton Blaze (Earth-616),,,,,Male,,2.0,1972-08-01,1972.0,marvel
15623,Chiron (Inhuman) (Earth-616),,,,,Male,,2.0,1972-12-01,1972.0,marvel
15626,Flaidermaus (Earth-616),,,Red,Orange,Male,,2.0,1972-12-01,1972.0,marvel
15636,Pinyon (Earth-616),,,,No,Male,,2.0,1972-12-01,1972.0,marvel
15645,Ariel (Zephyrean) (Earth-616),,,,White,Male,,2.0,1973-08-01,1973.0,marvel
15651,Hektu (Earth-616),Public Identity,,,Brown,Male,,2.0,1973-10-01,1973.0,marvel
15654,Jason Frankenstein (Earth-616),,,,,Male,,2.0,1973-10-01,1973.0,marvel
15656,Kagg (Earth-616),,,,,Male,,2.0,1973-08-01,1973.0,marvel
15659,Marcia Deaton (Earth-616),Public Identity,,,Brown,Female,,2.0,1973-01-01,1973.0,marvel
15664,Rothgar (Earth-616),,,,Blond,Male,,2.0,1973-08-01,1973.0,marvel
15666,Slugger Johnson (Earth-616),,,,,,,2.0,1973-07-01,1973.0,marvel
15667,Tammuz (Earth-616),,,,,Male,,2.0,1973-09-01,1973.0,marvel
15670,Yezdigerd (Earth-616),No Dual Identity,,Black,Black,Male,,2.0,1973-04-01,1973.0,marvel
15678,Ebrok (Earth-616),,,,,Male,,2.0,1974-06-01,1974.0,marvel
15681,Ferguson Blaine (Earth-616),Public Identity,,,,Male,,2.0,1974-02-01,1974.0,marvel
15682,Gail Paris (Earth-616),Public Identity,,,,Female,,2.0,1974-08-01,1974.0,marvel
15683,Garvey (Earth-616),Public Identity,,Brown,Brown,Male,,2.0,1974-05-01,1974.0,marvel
15688,Joe Cord (Earth-616),Public Identity,,,,Male,,2.0,1974-11-01,1974.0,marvel
15700,Paxton Pentecost (Earth-616),Public Identity,,,,Male,,2.0,1974-02-01,1974.0,marvel
15709,Thugra Khothan (Earth-616),Public Identity,,,Black,Male,,2.0,1974-10-01,1974.0,marvel
15710,Tragg (Carnival) (Earth-616),Public Identity,,,,Male,,2.0,1974-05-01,1974.0,marvel
15711,Wally Bevins (Earth-616),Public Identity,,,,Male,,2.0,1974-08-01,1974.0,marvel
15714,Andre Rostov (Earth-616),Secret Identity,,,Brown,Male,,2.0,1975-07-01,1975.0,marvel
15715,Anthony Serba (Earth-616),,,,,Male,,2.0,1975-09-01,1975.0,marvel
15719,Centarius (Earth-616),Public Identity,,,Brown,Male,,2.0,1975-10-01,1975.0,marvel
15727,Harrison J. Merriwell (Earth-616),Public Identity,,,,Male,,2.0,1975-02-01,1975.0,marvel
15735,Ramon Grant (Earth-616),Public Identity,,,Black,Male,,2.0,1975-02-01,1975.0,marvel
15736,Shaya (Earth-616),Secret Identity,,,Black,Female,,2.0,1975-03-01,1975.0,marvel
15744,Ushas (Earth-616),Secret Identity,,,Black,Female,,2.0,1975-03-01,1975.0,marvel
15751,Braggadoom (Earth-616),,,Red,No,Male,,2.0,1976-01-01,1976.0,marvel
15752,Broop (Earth-616),,,,,Male,,2.0,1976-09-01,1976.0,marvel
15753,Carmen Escudero (Earth-616),,,,Red,Female,,2.0,1976-04-01,1976.0,marvel
15759,Heathcliff Rochester (Earth-616),No Dual Identity,,,Black,Male,,2.0,1976-11-01,1976.0,marvel
15760,Jack (Earth-616),Public Identity,,,Grey,Male,,2.0,1976-09-01,1976.0,marvel
15766,Mac-Ronn (Earth-616),No Dual Identity,,,Bald,Male,,2.0,1976-11-01,1976.0,marvel
15773,Mrs. Dragonsworth (Earth-616),No Dual Identity,,,Black,Female,,2.0,1976-11-01,1976.0,marvel
15775,Patsy Dragonsworth (Earth-616),No Dual Identity,,,Black,Female,,2.0,1976-11-01,1976.0,marvel
15777,Ramiro Xuc (Earth-616),,,,Black,Male,,2.0,1976-04-01,1976.0,marvel
15779,Ryan (Earth-616),Public Identity,,,Grey,Male,,2.0,1976-09-01,1976.0,marvel
15782,Darnak (Earth-616),,,,White,Male,,2.0,1977-02-01,1977.0,marvel
15783,Gareth (Spartoi) (Earth-616),,,,,Male,,2.0,1977-06-01,1977.0,marvel
15788,Mister One and Mister Two (Earth-616),,,,,Male,,2.0,1977-11-01,1977.0,marvel
15789,Modt (Earth-616),,,,,,,2.0,1977-12-01,1977.0,marvel
15794,Ralph Rider (Earth-616),,,,,,,2.0,1977-08-01,1977.0,marvel
15795,Relstor (Earth-616),Public Identity,,,Black,Male,,2.0,1977-02-01,1977.0,marvel
15796,Securitron,,,,,,,2.0,1977-02-01,1977.0,marvel
15805,Adam Manna (Earth-616),,,,Brown,Male,,2.0,1978-12-01,1978.0,marvel
15812,Jacob Wallaby (Earth-616),,,,,Male,,2.0,1978-01-01,1978.0,marvel
15815,Matani (Earth-616),No Dual Identity,,,Black,Female,,2.0,1978-08-01,1978.0,marvel
15819,Njord (Earth-616),Secret Identity,,Blue,Grey,Male,,2.0,1978-08-01,1978.0,marvel
15827,Agamemnon (Mythology) (Earth-616),Public Identity,,,,Male,,2.0,1979-11-01,1979.0,marvel
15828,Anson Harkov (Earth-616),,,Brown,Black,Male,,2.0,1979-11-01,1979.0,marvel
15829,Argus the One-Eyed,Public Identity,,,Brown,Male,,2.0,1979-11-01,1979.0,marvel
15832,Cassandra (Earth-616),,,,Brown,Female,,2.0,1979-11-01,1979.0,marvel
15836,Diomedes (Earth-616),,,,Black,Male,,2.0,1979-11-01,1979.0,marvel
15841,John Diamond (Earth-616),Public Identity,,,,Male,,2.0,1979-04-01,1979.0,marvel
15843,Karl Janacek (Earth-616),,,,,Male,,2.0,1979-03-01,1979.0,marvel
15844,Katrinka Janice Clayton (Earth-616),No Dual Identity,,,,Female,,2.0,1979-03-01,1979.0,marvel
15847,Menelaus (Earth-616),,,,Black,Male,,2.0,1979-11-01,1979.0,marvel
15850,Pandarus of Lycia (Earth-616),Public Identity,,,Brown,Male,,2.0,1979-11-01,1979.0,marvel
15852,Philoctetes (Earth-616),Public Identity,,,Brown,Male,,2.0,1979-11-01,1979.0,marvel
15854,Priam (Earth-616),,,,Black,Male,,2.0,1979-11-01,1979.0,marvel
15856,Sandy Jones (Earth-616),Public Identity,,Green,Red,Female,,2.0,1979-06-01,1979.0,marvel
15867,Benedict Pierce (Earth-616),No Dual Identity,,Brown,,Male,,2.0,1980-11-01,1980.0,marvel
15870,Dawn Starr (Earth-616),,,,Blond,Female,,2.0,1980-05-01,1980.0,marvel
15871,Elephantine (Earth-616),Secret Identity,,,,Male,,2.0,1980-10-01,1980.0,marvel
15873,Fury (Changeling) (Earth-616),Secret Identity,,,,Female,,2.0,1980-10-01,1980.0,marvel
15883,Neptunus (Earth-616),Secret Identity,,,,Male,,2.0,1980-09-01,1980.0,marvel
15884,Pantherus (Earth-616),Secret Identity,,,,Male,,2.0,1980-10-01,1980.0,marvel
15885,Roy (Earth-616),Public Identity,,,,Male,,2.0,1980-05-01,1980.0,marvel
15886,Sheila Marks (Earth-616),,,,,Female,,2.0,1980-02-01,1980.0,marvel
15888,Vali (Earth-616),,,,,Male,,2.0,1980-03-01,1980.0,marvel
15889,Viperus (Earth-616),Secret Identity,,,,Male,,2.0,1980-09-01,1980.0,marvel
15890,Aegir (Earth-616),No Dual Identity,,,,Male,,2.0,1981-05-01,1981.0,marvel
15892,Albert Vito (Earth-616),Public Identity,,,Black,Male,,2.0,1981-08-01,1981.0,marvel
15902,Jock Forrester (Earth-616),Public Identity,,,,Male,,2.0,1981-04-01,1981.0,marvel
15908,Rufus Carter (Earth-616),,,Brown,Black,Male,,2.0,1981-01-01,1981.0,marvel
15912,Sibylla (Earth-616),Public Identity,,,,Female,,2.0,1981-04-01,1981.0,marvel
15915,Thyrio (Earth-616),,,,,Male,,2.0,1981-04-01,1981.0,marvel
15917,William Liu (Earth-616),,,,Black,Male,,2.0,1981-02-01,1981.0,marvel
15920,Amergin (Earth-616),,,,Grey,Male,,2.0,1982-11-01,1982.0,marvel
15927,Dulb (Earth-616),,,,Black,Male,,2.0,1982-11-01,1982.0,marvel
15930,Fiona McMurdo (Earth-616),,,,Blond,Female,,2.0,1982-01-01,1982.0,marvel
15931,Freakmaster (Earth-616),Secret Identity,,,Blond,Male,,2.0,1982-07-01,1982.0,marvel
15932,Glytra (Earth-616),Public Identity,,,No,Female,,2.0,1982-03-01,1982.0,marvel
15938,Raymond Royton (Earth-616),Public Identity,,,Bald,Male,,2.0,1982-12-01,1982.0,marvel
15943,Caryn Wise (Earth-616),,,,,Female,,2.0,1983-04-01,1983.0,marvel
15945,Ja-Quari (Earth-616),Secret Identity,,,,,,2.0,1983-05-01,1983.0,marvel
15946,Karant Kiar (Earth-616),No Dual Identity,,,,Male,,2.0,1983-12-01,1983.0,marvel
15947,Korath (Inhuman) (Earth-616),No Dual Identity,,,,Male,,2.0,1983-05-01,1983.0,marvel
15948,Mayor Byrne (Earth-616),,,,Brown,Female,,2.0,1983-04-01,1983.0,marvel
15949,Ootah (Earth-616),,,,,,,2.0,1983-03-01,1983.0,marvel
15950,Retread (Earth-616),,,,Brown,Male,,2.0,1983-07-01,1983.0,marvel
15953,William Boylan (Earth-616),,,,Black,Male,,2.0,1983-04-01,1983.0,marvel
15954,Xxan Xxar (Earth-616),,,,No,Male,,2.0,1983-12-01,1983.0,marvel
15962,Garwood (Earth-616),Public Identity,,,Black,Male,,2.0,1984-06-01,1984.0,marvel
15964,Jesse Johns (Earth-616),Public Identity,,Green,Black,Male,,2.0,1984-09-01,1984.0,marvel
15966,Joel Drake (Earth-616),Secret Identity,,Brown,Brown,Male,,2.0,1984-12-01,1984.0,marvel
15969,Mary Drake (Earth-616),Secret Identity,,Blue,Blond,Female,,2.0,1984-12-01,1984.0,marvel
15970,Matt Slade III (Earth-616),Secret Identity,,Blue,Brown,Male,,2.0,1984-09-01,1984.0,marvel
15971,Oliver Cutlass (Earth-616),,,,,Male,,2.0,1984-07-01,1984.0,marvel
15976,Skyler Wolf (Earth-616),Secret Identity,,Brown,Blond,Male,,2.0,1984-09-01,1984.0,marvel
15977,Steel Kommando (Earth-616),Secret Identity,,,,,,2.0,1984-09-01,1984.0,marvel
15980,Angerboda (Earth-616),,,,Blond,Female,,2.0,1985-10-01,1985.0,marvel
15984,Carla Ballinger (Earth-616),Secret Identity,,,Red,Female,,2.0,1985-12-01,1985.0,marvel
15992,Gerald Jablonski (Earth-616),Public Identity,,Blue,Red,Male,,2.0,1985-12-01,1985.0,marvel
15998,Jacques Moreau (Earth-616),Secret Identity,,,,Male,,2.0,1985-12-01,1985.0,marvel
16000,Jinx (Theodore) (Earth-616),,,,,Male,,2.0,1985-11-01,1985.0,marvel
16003,Lexi (Earth-616),Secret Identity,,,No,Male,,2.0,1985-08-01,1985.0,marvel
16005,Ludlow Grimes (Earth-616),Public Identity,,,Blond,Male,,2.0,1985-11-01,1985.0,marvel
16007,Nick Rodriquez (Earth-616),Secret Identity,,,Black,Male,,2.0,1985-12-01,1985.0,marvel
16008,Paul Domenic (Earth-616),Secret Identity,,,,Male,,2.0,1985-12-01,1985.0,marvel
16009,Phil Descard (Earth-616),Secret Identity,,,Black,Male,,2.0,1985-12-01,1985.0,marvel
16011,Robert Arnold (Earth-616),No Dual Identity,,Green,Blond,Male,,2.0,1985-10-01,1985.0,marvel
16013,Sam Ross (Earth-616),Secret Identity,,,Bald,Male,,2.0,1985-12-01,1985.0,marvel
16020,Christina Natchios (Earth-616),,,,,Female,,2.0,1986-08-01,1986.0,marvel
16026,Einar (Earth-616),,,,,,,2.0,1986-05-01,1986.0,marvel
16036,Jack Hazzard (Earth-616),Secret Identity,,Blue,Blond,Male,,2.0,1986-11-01,1986.0,marvel
16040,Kali (Goddess) (Earth-616),,,Black,Black,Female,,2.0,1986-12-01,1986.0,marvel
16053,Sally (Barmaid) (Earth-616),Public Identity,,Red,Black,Female,,2.0,1986-11-01,1986.0,marvel
16065,Zeek (Earth-616),Secret Identity,,,Black,Male,,2.0,1986-11-01,1986.0,marvel
16066,Airhead (Earth-616),Secret Identity,,,Blond,Female,,2.0,1987-08-01,1987.0,marvel
16067,Anne Garthwaite (Earth-616),No Dual Identity,,Blue,Grey,Female,,2.0,1987-04-01,1987.0,marvel
16068,Auctioneer (Earth-616),,,,Brown,Male,,2.0,1987-01-01,1987.0,marvel
16069,Brute (Trash) (Earth-616),Secret Identity,,,Brown,Male,,2.0,1987-08-01,1987.0,marvel
16081,Tus-Katt (Earth-616),Public Identity,,,Grey,Male,,2.0,1987-12-01,1987.0,marvel
16082,Yorak (Earth-616),No Dual Identity,,,No,Male,,2.0,1987-12-01,1987.0,marvel
16089,Jack Rollins (LMD) (Earth-616),,,,,Male,,2.0,1988-10-01,1988.0,marvel
16090,James Woo (LMD) (Earth-616),,,,,Male,,2.0,1988-10-01,1988.0,marvel
16091,Jasper Sitwell (LMD) (Earth-616),,,,Blond,Male,,2.0,1988-10-01,1988.0,marvel
16094,Laura Brown (LMD) (Earth-616),,,,,Female,,2.0,1988-09-01,1988.0,marvel
16096,Lynne Huntington (Earth-616),,,,Red,Female,,2.0,1988-10-01,1988.0,marvel
16099,Martin Jacobi (Earth-616),Public Identity,,,Grey,Male,,2.0,1988-06-01,1988.0,marvel
16100,Meade (Earth-616),Public Identity,,,Brown,Male,,2.0,1988-05-01,1988.0,marvel
16104,Rupert Holloway (Earth-616),No Dual Identity,,,,Male,,2.0,1988-12-01,1988.0,marvel
16105,Sheila Blake (Earth-616),,,,,Female,,2.0,1988-10-01,1988.0,marvel
16109,Tammy Blake (Earth-616),,,,Brown,Female,,2.0,1988-10-01,1988.0,marvel
16120,Captain Forsa (Earth-616),Secret Identity,,Brown,Black,Male,,2.0,1989-12-01,1989.0,marvel
16126,Doctor Shiner (Earth-616),Public Identity,,,,,,2.0,1989-01-01,1989.0,marvel
16130,George Martin (Earth-616),Public Identity,,,,Male,,2.0,1989-01-01,1989.0,marvel
16133,Hugh Taylor (Earth-616),Public Identity,,,,Male,,2.0,1989-05-01,1989.0,marvel
16134,Jack Bascomb (Earth-616),,,,Brown,Male,,2.0,1989-12-01,1989.0,marvel
16135,Jerome Hamilton (Battleaxe) (Earth-616),Secret Identity,,,Black,Male,,2.0,1989-03-01,1989.0,marvel
16142,Kimberly Schau (Earth-616),Secret Identity,,,Blond,Female,,2.0,1989-12-01,1989.0,marvel
16143,Lemuel Sullivan (Earth-616),Secret Identity,,,Red,Male,,2.0,1989-12-01,1989.0,marvel
16145,Matt Coris (Earth-616),Secret Identity,,,,Male,,2.0,1989-12-01,1989.0,marvel
16146,Michael Tucker (Earth-616),,,,,Male,,2.0,1989-01-01,1989.0,marvel
16149,Phy (Earth-616),,,,,,,2.0,1989-06-01,1989.0,marvel
16150,Rat (Earth-616),Secret Identity,,,,Female,,2.0,1989-04-01,1989.0,marvel
16155,Roger Welton (Earth-616),,,,Black,Male,,2.0,1989-12-01,1989.0,marvel
16165,Undertow (Surf) (Earth-616),Secret Identity,,,Green,Male,,2.0,1989-10-01,1989.0,marvel
16168,William Read (Earth-616),Secret Identity,,,Black,Male,,2.0,1989-12-01,1989.0,marvel
16170,Zeke Sallinger (Earth-616),Secret Identity,,,Blond,Male,,2.0,1989-03-01,1989.0,marvel
16172,Amaterasu (Earth-616),,,,Black,Female,,2.0,1990-10-01,1990.0,marvel
16177,Bobbi Chase (Earth-616),Secret Identity,,Brown,Brown,Female,,2.0,1990-05-01,1990.0,marvel
16180,Charles Lassiter (Earth-616),No Dual Identity,,Brown,Brown,Male,,2.0,1990-05-01,1990.0,marvel
16185,Exile (Alien) (Earth-616),Secret Identity,,,No,Male,,2.0,1990-12-01,1990.0,marvel
16187,Hal Goldman (Earth-616),,,Brown,Brown,Male,,2.0,1990-07-01,1990.0,marvel
16188,Harold McGee (Earth-616),Public Identity,,,Red,Male,,2.0,1990-07-01,1990.0,marvel
16189,Hosni (Earth-616),,,,,Male,,2.0,1990-11-01,1990.0,marvel
16191,Kreutzmann (Earth-616),Public Identity,,,Blond,Male,,2.0,1990-09-01,1990.0,marvel
16195,Phil (Earth-616),Public Identity,,,,Male,,2.0,1990-07-01,1990.0,marvel
16199,Savage Fin (Earth-616),Secret Identity,,Black,Green,Male,,2.0,1990-05-01,1990.0,marvel
16202,Synthia Naip (Earth-616),,,,Blond,Female,,2.0,1990-10-01,1990.0,marvel
16212,Burt Garthwaite (Earth-616),Public Identity,,,White,Male,,2.0,1991-04-01,1991.0,marvel
16224,Kosinski (Earth-616),Public Identity,,,Brown,Male,,2.0,1991-08-01,1991.0,marvel
16229,Luis Barrett (Earth-616),Secret Identity,,,Brown,Male,,2.0,1991-06-01,1991.0,marvel
16230,Maria Santos (Earth-616),,,,,,,2.0,1991-06-01,1991.0,marvel
16233,Monkey (Vietnamese) (Earth-616),,,,Brown,Male,,2.0,1991-01-01,1991.0,marvel
16237,Mrs. Arranaga (Earth-616),,,,,Female,,2.0,1991-11-01,1991.0,marvel
16247,Virtual Reality (Earth-616),Secret Identity,,,Bald,Male,,2.0,1991-10-01,1991.0,marvel
16248,Wing (Chaste) (Earth-616),,,,,Male,,2.0,1991-09-01,1991.0,marvel
16254,Arthur Vale (Earth-616),,,Brown,Black,Male,,2.0,1992-08-01,1992.0,marvel
16255,Aurora Poule (Earth-616),No Dual Identity,,,Black,Female,,2.0,1992-12-01,1992.0,marvel
16258,Burke (Earth-616),Secret Identity,,,Black,Male,,2.0,1992-05-01,1992.0,marvel
16268,Gattling (Earth-616),Secret Identity,,,Blond,Male,,2.0,1992-07-01,1992.0,marvel
16275,Infinity Thrall (Earth-616),,,,,,,2.0,1992-06-01,1992.0,marvel
16302,Vittorio Montesi (Earth-616),Secret Identity,,,Black,Male,,2.0,1992-10-01,1992.0,marvel
16305,William Matson (Earth-616),Secret Identity,,,,Male,,2.0,1992-12-01,1992.0,marvel
16314,Ars Magna (Earth-616),,,,,,,2.0,1993-12-01,1993.0,marvel
16325,Carcass (Earth-616),,,,,Male,,2.0,1993-10-01,1993.0,marvel
16328,Celery (Earth-616),Secret Identity,,,Green,Male,,2.0,1993-02-01,1993.0,marvel
16331,Cubist (Earth-616),Secret Identity,,,,Male,,2.0,1993-07-01,1993.0,marvel
16338,Epsilon Red (Earth-616),,,,Blond,Male,,2.0,1993-04-01,1993.0,marvel
16345,Furman (Earth-616),Secret Identity,,,,Male,,2.0,1993-03-01,1993.0,marvel
16346,Glaze (Earth-616),Secret Identity,,,White,Female,,2.0,1993-07-01,1993.0,marvel
16356,Iskelior (Earth-616),,,,Blond,Female,,2.0,1993-10-01,1993.0,marvel
16360,Julia Concepcion (Earth-616),Secret Identity,,Brown,Brown,Female,,2.0,1993-12-01,1993.0,marvel
16368,Lodestone (Warpies) (Earth-616),Secret Identity,,,,Male,,2.0,1993-03-01,1993.0,marvel
16370,Lysander (Bloodseed),,,,Auburn,Male,,2.0,1993-10-01,1993.0,marvel
16372,Makio Yakaki (Earth-616),,,,Black,Female,,2.0,1993-02-01,1993.0,marvel
16379,Mutate 24-601 (Earth-616),Secret Identity,,,Bald,Male,,2.0,1993-05-01,1993.0,marvel
16380,Nathaniel Great Owl (Earth-616),,,,,Male,,2.0,1993-09-01,1993.0,marvel
16391,Salt (Earth-616),Secret Identity,,,,Male,,2.0,1993-02-01,1993.0,marvel
16398,Shrew (Warpies) (Earth-616),Secret Identity,,,Red,Female,,2.0,1993-02-01,1993.0,marvel
16404,Teddy Matson (Earth-616),Public Identity,,,Brown,Male,,2.0,1993-03-01,1993.0,marvel
16410,Tribune (Tane) (Earth-616),Secret Identity,,,Black,Male,,2.0,1993-09-01,1993.0,marvel
16417,Willard Jaxton (Earth-616),,,,,Male,,2.0,1993-11-01,1993.0,marvel
16422,Agent 22 (Earth-616),Secret Identity,,,Black,Female,,2.0,1994-10-01,1994.0,marvel
16424,Anton Devine (Earth-616),,,,,Male,,2.0,1994-04-01,1994.0,marvel
16428,Barb (Employee of Arcade) (Earth-616),Secret Identity,,Yellow,No,Male,,2.0,1994-06-01,1994.0,marvel
16431,Blue Shark (Earth-616),Secret Identity,,,Blond,Male,,2.0,1994-03-01,1994.0,marvel
16432,Bombadier (Elvis) (Earth-616),Secret Identity,,,Black,Male,,2.0,1994-03-01,1994.0,marvel
16435,Burlos (Earth-616),Public Identity,,Blue,Red,Male,,2.0,1994-08-01,1994.0,marvel
16440,Eleyn (Earth-616),,,,Blond,Female,,2.0,1994-01-01,1994.0,marvel
16442,Enigmo (Earth-616),Secret Identity,,Brown,Red,Male,,2.0,1994-01-01,1994.0,marvel
16443,Faze (Cobalt) (Earth-616),Secret Identity,,,,Male,,2.0,1994-07-01,1994.0,marvel
16445,Godstalker (Earth-616),,,,,,,2.0,1994-11-01,1994.0,marvel
16449,Jennifer Burke (Earth-616),,,,,Female,,2.0,1994-08-01,1994.0,marvel
16450,Jessie Drake (Earth-616),,,Brown,Blond,Female,Transgender,2.0,1994-03-01,1994.0,marvel
16451,Jim Redfield (Earth-616),Public Identity,,,Black,Male,,2.0,1994-11-01,1994.0,marvel
16455,LaVoisin (Earth-616),Secret Identity,,,Black,Female,,2.0,1994-07-01,1994.0,marvel
16456,Link (Employee of Arcade) (Earth-616),Secret Identity,,Brown,Brown,Male,,2.0,1994-06-01,1994.0,marvel
16457,Lord Ludox (Earth-616),Public Identity,,,Red,Male,,2.0,1994-08-01,1994.0,marvel
16459,Mack (Earth-616),Public Identity,,,Brown,Male,,2.0,1994-04-01,1994.0,marvel
16463,McCleod (Earth-616),Public Identity,,,White,Male,,2.0,1994-04-01,1994.0,marvel
16466,Moina (Earth-616),Public Identity,,Blue,Blond,Female,,2.0,1994-08-01,1994.0,marvel
16469,"Phillip Cussler, Jr. (Earth-616)",Public Identity,,Blue,Black,Male,,2.0,1994-08-01,1994.0,marvel
16470,"Phillip Cussler, Sr. (Earth-616)",Public Identity,,Blue,White,Male,,2.0,1994-08-01,1994.0,marvel
16471,Psychobabble (Earth-616),Secret Identity,,,Brown,Male,,2.0,1994-08-01,1994.0,marvel
16477,Sadista (Earth-616),Secret Identity,,Red,Red,Female,,2.0,1994-06-01,1994.0,marvel
16481,Short Fuse (Earth-616),Secret Identity,,,,Male,,2.0,1994-06-01,1994.0,marvel
